timestamp	outcome	moves_count	white_username	white_rating	black_username	black_rating	time_class	service	eco_name	eco_code	eco_category	white_acl	black_acl	white_opening_score	white_advantage_capitalization_winrate	white_resourcefulness_windrawrate	white_tactics_score	white_inaccuracies_per_game	white_inaccuracies_per_opening	white_inaccuracies_per_middlegame	white_inaccuracies_per_endgame	white_mistakes_per_game	white_mistakes_per_opening	white_mistakes_per_middlegame	white_mistakes_per_endgame	white_blunders_per_game	white_blunders_per_opening	white_blunders_per_middlegame	white_blunders_per_endgame	white_endgame_winrate	white_endgame_winrate_with_equal	white_endgame_winrate_with_advantage	white_endgame_winrate_with_disadvantage	white_long_thinking_outcome_score	white_time_advantage_score	white_significant_time_advantage_winrate	white_significant_time_disadvantage_winrate	black_opening_score	black_advantage_capitalization_winrate	black_resourcefulness_windrawrate	black_tactics_score	black_inaccuracies_per_game	black_inaccuracies_per_opening	black_inaccuracies_per_middlegame	black_inaccuracies_per_endgame	black_mistakes_per_game	black_mistakes_per_opening	black_mistakes_per_middlegame	black_mistakes_per_endgame	black_blunders_per_game	black_blunders_per_opening	black_blunders_per_middlegame	black_blunders_per_endgame	black_endgame_winrate	black_endgame_winrate_with_equal	black_endgame_winrate_with_advantage	black_endgame_winrate_with_disadvantage	black_long_thinking_outcome_score	black_time_advantage_score	black_significant_time_advantage_winrate	black_significant_time_disadvantage_winrate
1634427392	1	42	ieshuaganocry	1893	prof78	2012	blitz	SERVICE_LICHESS	Ruy Lopez: Berlin Defense, Improved Steinitz Defense	C66	Ruy Lopez	-19	-30	1	1	1	0.6857	0.2143	0.1250	0.2353	None	0.0000	0.0000	0.0000	None	0.0476	0.0000	0.0588	None	None	None	None	None	0.8333	0.1867	1	1	1	0	0	0.2878	0.1707	0.0000	0.2121	None	0.0488	0.0000	0.0606	None	0.1220	0.0000	0.1515	None	None	None	None	None	0.3333	0.8133	0	0
1634398982	1	82	nasrhelmy	1904	ieshuaganocry	1885	blitz	SERVICE_LICHESS	Russian Game: Urusov Gambit	C42	Russian Game	-10	-29	0	1	1	0.6771	0.2289	0.5000	0.1429	0.2131	0.0482	0.0000	0.0000	0.0656	0.0361	0.0000	0.0714	0.0328	1.0000	None	1.0000	None	0.6000	0.2143	None	1	1	0	0	0.4537	0.2317	0.0000	0.1429	0.2833	0.0366	0.1250	0.0000	0.0333	0.0854	0.0000	0.1429	0.0833	0.0000	None	None	0.0000	0.2500	0.7857	0	None
1634382326	1	18	aksleee	1881	ieshuaganocry	1891	blitz	SERVICE_LICHESS	Russian Game: Urusov Gambit	C42	Russian Game	-24	-25	0	None	None	0.8368	0.2632	0.3750	0.2857	0.0000	0.0526	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	None	None	None	0.9355	None	None	1	None	None	0.5667	0.3333	0.3750	0.5000	0.0000	0.0556	0.1250	0.0000	0.0000	0.0556	0.0000	0.0000	0.2500	0.0000	0.0000	None	None	0.0000	0.0645	None	None
1634493317	0	29	ieshuaganocry	1905	victorjuliozurita	1907	blitz	SERVICE_LICHESS	French Defense: Advance Variation, Paulsen Attack	C02	French Defense	-19	-20	1	0	0	0.3172	0.2069	0.2500	0.1905	None	0.0000	0.0000	0.0000	None	0.1724	0.0000	0.2381	None	None	None	None	None	0.5000	0.0833	None	None	1	1	1	0.3172	0.1034	0.0000	0.1429	None	0.0345	0.1250	0.0000	None	0.1379	0.0000	0.1905	None	None	None	None	None	0.0000	0.9167	None	None
1634489511	0	41	ieshuaganocry	1910	hooligandi	1710	blitz	SERVICE_LICHESS	Queen's Pawn Game: Mason Attack	D00	Queen's Pawn Game	-40	-10	1	None	0	0.2244	0.2195	0.1250	0.2759	0.0000	0.0732	0.0000	0.1034	0.0000	0.1951	0.0000	0.2759	0.0000	0.0000	None	None	0.0000	0.0000	0.0526	None	0	1	1	None	0.5122	0.1951	0.2500	0.2143	0.0000	0.0488	0.0000	0.0714	0.0000	0.0732	0.0000	0.1071	0.0000	1.0000	None	1.0000	None	0.0000	0.9474	1	None
1634488963	1	36	hooligandi	1710	ieshuaganocry	1910	blitz	SERVICE_LICHESS	Four Knights Game	C46	Four Knights Game	-40	-40	1	1	1	0.2333	0.2500	0.5000	0.1786	None	0.1111	0.0000	0.1429	None	0.1111	0.0000	0.1429	None	None	None	None	None	0.3333	0.9552	1	None	1	0	0	0.2171	0.2000	0.2500	0.1852	None	0.0857	0.0000	0.1111	None	0.1714	0.0000	0.2222	None	None	None	None	None	0.5000	0.0448	None	0
1634488398	0	27	ieshuaganocry	1910	hooligandi	1710	blitz	SERVICE_LICHESS	Sicilian Defense	B50	Sicilian Defense	-10	-9	1	None	0	0.2148	0.0741	0.1250	0.0526	None	0.1852	0.0000	0.2632	None	0.1111	0.0000	0.1579	None	None	None	None	None	1.0000	0.0000	None	0	1	1	None	0.6296	0.0370	0.0000	0.0526	None	0.0000	0.0000	0.0000	None	0.0741	0.0000	0.1053	None	None	None	None	None	None	1.0000	1	None
1634483250	0	57	ieshuaganocry	1910	totallywired	1925	blitz	SERVICE_LICHESS	Sicilian Defense: Kan Variation	B41	Sicilian Defense	-40	-10	1	None	0	0.2561	0.2281	0.1250	0.1667	0.3684	0.1228	0.0000	0.2000	0.0526	0.1053	0.0000	0.0333	0.2632	0.0000	None	None	0.0000	0.5556	0.5091	None	0	1	1	None	0.6210	0.1053	0.1250	0.1667	0.0000	0.0702	0.0000	0.1000	0.0526	0.0526	0.0000	0.1000	0.0000	1.0000	None	1.0000	None	0.5000	0.4909	1	None
1634481508	0	28	eidoo	1907	ieshuaganocry	1916	blitz	SERVICE_LICHESS	Four Knights Game: Italian Variation, Noa Gambit	C46	Four Knights Game	-50	-29	0	None	0	0.4286	0.3571	0.3750	0.3500	None	0.1071	0.1250	0.1000	None	0.0714	0.0000	0.1000	None	None	None	None	None	0.5714	0.0588	None	0	1	1	None	0.9143	0.0000	0.0000	0.0000	None	0.0714	0.1250	0.0500	None	0.0000	0.0000	0.0000	None	None	None	None	None	1.0000	0.9412	1	None
1634466413	1	32	ieshuaganocry	1910	respasa	1892	blitz	SERVICE_LICHESS	Ruy Lopez: Classical Variation	C64	Ruy Lopez	-10	-30	1	1	None	0.7875	0.2812	0.1250	0.3333	None	0.0938	0.0000	0.1250	None	0.0000	0.0000	0.0000	None	None	None	None	None	0.0000	0.0172	None	1	1	None	0	0.4742	0.2581	0.1250	0.3044	None	0.0968	0.0000	0.1304	None	0.0645	0.0000	0.0870	None	None	None	None	None	0.3333	0.9828	0	None
1634457094	0	45	wilson21	1859	ieshuaganocry	1904	blitz	SERVICE_LICHESS	Danish Gambit Declined, Sorensen Defense	C21	Danish Gambit Declined, Sorensen Defense	-30	-40	1	0	None	0.5644	0.1556	0.1250	0.1667	0.0000	0.0444	0.0000	0.0556	0.0000	0.0667	0.0000	0.0556	1.0000	0.0000	None	None	None	0.2000	0.6118	0	None	1	None	1	0.1600	0.2000	0.2500	0.2000	0.0000	0.1333	0.0000	0.1714	0.0000	0.1556	0.0000	0.2000	0.0000	1.0000	None	None	None	0.2000	0.3882	None	1
1634597998	0	15	ieshuaganocry	1897	aimchess-dot-com	1973	blitz	SERVICE_LICHESS	Scandinavian Defense: Modern Variation	B01	Scandinavian Defense	-30	0	0	None	0	0.2400	0.2000	0.3750	0.0000	None	0.0667	0.0000	0.1429	None	0.1333	0.0000	0.2857	None	None	None	None	None	0.5000	0.0370	None	None	1	1	None	0.6533	0.0667	0.1250	0.0000	None	0.0000	0.0000	0.0000	None	0.0667	0.0000	0.1429	None	None	None	None	None	0.6667	0.9630	None	None
1634597682	1	32	aimchess-dot-com	1967	ieshuaganocry	1902	blitz	SERVICE_LICHESS	Nimzo-Larsen Attack: Modern Variation	A01	Nimzo-Larsen Attack	-19	-29	1	1	None	0.5500	0.1875	0.2500	0.1818	0.0000	0.0625	0.0000	0.0909	0.0000	0.0625	0.0000	0.0909	0.0000	1.0000	None	None	None	1.0000	0.6000	None	None	1	None	0	0.2323	0.2258	0.2500	0.2273	0.0000	0.0645	0.0000	0.0909	0.0000	0.1290	0.0000	0.1364	1.0000	0.0000	None	None	None	0.5000	0.4000	None	None
1634597162	0	40	ieshuaganocry	1907	aimchess-dot-com	1960	blitz	SERVICE_LICHESS	Scandinavian Defense: Modern Variation	B01	Scandinavian Defense	0	-40	0	0	None	0.8600	0.0500	0.0000	0.0952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0250	0.1250	0.0000	0.0000	0.0000	None	0.0000	None	0.6000	0.1039	None	0	0	None	1	0.2500	0.1500	0.2500	0.1429	0.0909	0.0750	0.0000	0.0952	0.0909	0.2250	0.1250	0.1429	0.4546	1.0000	None	None	1.0000	0.2500	0.8961	1	None
1634580542	1	16	sara1394hk	1944	ieshuaganocry	1912	blitz	SERVICE_LICHESS	King's Gambit Accepted, King's Knight Gambit	C37	King's Gambit Accepted, King's Knight Gambit	-29	-65	0	1	None	0.2941	0.1765	0.1250	0.2222	None	0.0588	0.1250	0.0000	None	0.1176	0.1250	0.1111	None	None	None	None	None	0.0000	0.6897	None	None	1	None	0	0.1000	0.1875	0.1250	0.2500	None	0.1875	0.2500	0.1250	None	0.1250	0.0000	0.2500	None	None	None	None	None	0.6667	0.3103	None	None
1634578436	1	32	ieshuaganocry	1917	ruben_avagyan	1856	blitz	SERVICE_LICHESS	King's Pawn Opening	C20	King's Pawn Opening	-20	-19	0	1	1	0.8250	0.3438	0.2500	0.3750	None	0.0625	0.1250	0.0417	None	0.0000	0.0000	0.0000	None	None	None	None	None	0.6000	0.5667	1	None	1	0	0	0.5516	0.3226	0.2500	0.3478	None	0.0323	0.0000	0.0435	None	0.0645	0.0000	0.0870	None	None	None	None	None	0.3333	0.4333	None	0
1634576800	0	24	vladislavrus	1897	ieshuaganocry	1912	blitz	SERVICE_LICHESS	Bishop's Opening: Vienna Hybrid, Spielmann Attack	C26	Bishop's Opening	-10	-10	1	0	None	0.7167	0.0833	0.0000	0.1250	None	0.0417	0.0000	0.0625	None	0.0417	0.0000	0.0625	None	None	None	None	None	None	0.5238	0	None	1	None	1	0.6500	0.1250	0.0000	0.1875	None	0.0833	0.0000	0.1250	None	0.0417	0.0000	0.0625	None	None	None	None	None	0.0000	0.4762	None	1
1634567734	0	59	ieshuaganocry	1906	peprojas	1924	blitz	SERVICE_LICHESS	Alekhine Defense: Exchange Variation	B03	Alekhine Defense	-19	0	1	None	0	0.3559	0.2373	0.1250	0.4348	0.1071	0.0508	0.0000	0.0435	0.0714	0.1017	0.0000	0.1304	0.1071	0.0000	None	None	0.0000	0.5000	0.4649	None	0	1	1	None	0.8305	0.0678	0.1250	0.1304	0.0000	0.0508	0.0000	0.1304	0.0000	0.0169	0.0000	0.0435	0.0000	1.0000	None	1.0000	None	0.0000	0.5351	1	None
1634566734	0	15	ieshuaganocry	1912	pranav_mulye	1917	blitz	SERVICE_LICHESS	Ruy Lopez: Berlin Defense	C65	Ruy Lopez	-95	-9	0	None	0	0.1067	0.1333	0.0000	0.2857	None	0.2000	0.1250	0.2857	None	0.2000	0.1250	0.2857	None	None	None	None	None	0.3333	0.1071	None	None	1	1	None	0.3733	0.0667	0.0000	0.1429	None	0.0000	0.0000	0.0000	None	0.1333	0.0000	0.2857	None	None	None	None	None	0.7500	0.8929	None	None
1634560232	0	36	ieshuaganocry	1918	drafolabi	1971	blitz	SERVICE_LICHESS	Sicilian Defense	B50	Sicilian Defense	-29	-20	1	None	0	0.3778	0.2222	0.1250	0.2727	0.1667	0.1111	0.0000	0.1364	0.1667	0.0833	0.0000	0.0455	0.3333	0.0000	None	None	0.0000	0.4000	0.1176	None	0	1	1	None	0.5889	0.1111	0.0000	0.1905	0.0000	0.0833	0.0000	0.0952	0.1429	0.0556	0.0000	0.0000	0.2857	1.0000	None	1.0000	None	0.6000	0.8824	1	None
1634559758	0	10	drafolabi	1966	ieshuaganocry	1923	blitz	SERVICE_LICHESS	Russian Game: Urusov Gambit	C42	Russian Game	-10	0	0	None	0	0.3200	0.2000	0.2500	0.0000	None	0.0000	0.0000	0.0000	None	0.2000	0.2500	0.0000	None	None	None	None	None	0.0000	0.0000	None	0	1	1	None	1.0000	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	None	None	None	None	None	1.0000	1	None
1634557812	0	40	manche20205	1869	ieshuaganocry	1916	blitz	SERVICE_LICHESS	Queen's Pawn Game	D00	Queen's Pawn Game	-20	-34	1	0	0	0.5000	0.1250	0.1250	0.1034	0.3333	0.0750	0.0000	0.1034	0.0000	0.0750	0.0000	0.1034	0.0000	0.0000	None	0.0000	None	0.5000	0.6986	0	None	1	1	1	0.3300	0.2500	0.1250	0.3103	0.0000	0.0750	0.0000	0.0690	0.3333	0.1000	0.0000	0.1379	0.0000	1.0000	None	None	1.0000	0.8333	0.3014	None	1
1634557016	0	31	dragonlko100	1917	ieshuaganocry	1911	blitz	SERVICE_LICHESS	Bishop's Opening: Berlin Defense	C24	Bishop's Opening	-20	-10	1	0	0	0.5903	0.2581	0.1250	0.3044	None	0.0000	0.0000	0.0000	None	0.0645	0.0000	0.0870	None	None	None	None	None	0.6667	0.7321	0	None	1	1	1	0.8226	0.2903	0.0000	0.3913	None	0.0645	0.0000	0.0870	None	0.0000	0.0000	0.0000	None	None	None	None	None	0.6667	0.2679	None	1
1634674049	0	20	manuelpalacio	1899	ieshuaganocry	1915	blitz	SERVICE_LICHESS	Four Knights Game: Spanish Variation	C48	Four Knights Game	-10	-10	1	None	0	0.2600	0.2000	0.1250	0.2500	None	0.0500	0.0000	0.0833	None	0.1500	0.0000	0.2500	None	None	None	None	None	0.0000	0.7097	0	None	1	1	None	0.4800	0.1000	0.2500	0.0000	None	0.0000	0.0000	0.0000	None	0.1000	0.0000	0.1667	None	None	None	None	None	1.0000	0.2903	None	1
1634673844	1	44	ieshuaganocry	1910	manuelpalacio	1905	blitz	SERVICE_LICHESS	Sicilian Defense: Open	B32	Sicilian Defense	-20	-25	1	1	None	0.9454	0.1364	0.2500	0.2353	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	None	1.0000	None	1.0000	0.2048	None	1	1	None	0	0.6273	0.3182	0.2500	0.3125	0.3500	0.0455	0.0000	0.0000	0.1000	0.0455	0.0000	0.0625	0.0500	0.0000	None	None	0.0000	0.0000	0.7952	0	None
1634657200	0	10	ieshuaganocry	1904	rydenkodmitriy	1935	blitz	SERVICE_LICHESS	French Defense: Advance Variation	C02	French Defense	0	0	1	None	None	0.3600	0.1000	0.1250	0.0000	None	0.0000	0.0000	0.0000	None	0.2000	0.0000	1.0000	None	None	None	None	None	None	0.1667	None	None	0	None	None	0.8800	0.0000	0.0000	0.0000	None	0.1000	0.1250	0.0000	None	0.0000	0.0000	0.0000	None	None	None	None	None	None	0.8333	None	None
1634653362	0	16	rudenvas	1941	ieshuaganocry	1909	blitz	SERVICE_LICHESS	Russian Game: Urusov Gambit	C42	Russian Game	-110	-44	0	None	0	0.2000	0.1250	0.2500	0.0000	None	0.1250	0.1250	0.1250	None	0.3125	0.1250	0.5000	None	None	None	None	None	0.0000	0.7000	0	None	1	1	None	0.6000	0.0625	0.0000	0.1250	None	0.0625	0.0000	0.1250	None	0.0625	0.0000	0.1250	None	None	None	None	None	0.5000	0.3000	None	1
1634652405	0	35	micahfulton	1866	ieshuaganocry	1903	blitz	SERVICE_LICHESS	Four Knights Game: Italian Variation	C46	Four Knights Game	-20	-20	1	0	0	0.3314	0.1714	0.2500	0.1482	None	0.0000	0.0000	0.0000	None	0.1429	0.0000	0.1852	None	None	None	None	None	0.8000	0.2381	None	0	1	1	1	0.4743	0.2000	0.2500	0.1852	None	0.0286	0.0000	0.0370	None	0.0857	0.0000	0.1111	None	None	None	None	None	0.5000	0.7619	1	None
1634772950	1	70	hypermodernia	1978	ieshuaganocry	1906	blitz	SERVICE_LICHESS	King's Gambit Accepted, Bishop's Gambit	C33	King's Gambit Accepted, Bishop's Gambit	-9	-20	1	1	1	0.7352	0.1127	0.3750	0.5000	0.0182	0.0704	0.0000	0.1250	0.0727	0.0282	0.0000	0.0000	0.0364	1.0000	1.0000	None	None	0.6250	0.3741	1	None	0	0	0	0.4057	0.2429	0.3750	0.2857	0.2182	0.1286	0.1250	0.0000	0.1454	0.0714	0.0000	0.0000	0.0909	0.0000	0.0000	None	None	0.8000	0.6259	None	0
1634771754	0	53	ieshuaganocry	2109	firas811987	2112	rapid	SERVICE_LICHESS	Queen's Pawn Game: London System	D02	Queen's Pawn Game	-29	-30	1	0	0	0.4943	0.1887	0.0000	0.3044	0.1364	0.1321	0.0000	0.1739	0.1364	0.0566	0.0000	0.0435	0.0909	0.0000	None	None	0.0000	0.0000	0.0707	None	0	1	1	1	0.2679	0.2453	0.0000	0.3182	0.2609	0.0755	0.0000	0.0909	0.0870	0.1132	0.0000	0.0909	0.1739	1.0000	None	1.0000	None	None	0.9293	1	None
1634770566	0	30	dulesrbbeograd	1989	ieshuaganocry	2116	rapid	SERVICE_LICHESS	English Opening: King's English Variation, Reversed Sicilian	A21	English Opening	-9	0	1	None	None	0.7400	0.2667	0.6250	0.1429	0.1250	0.0000	0.0000	0.0000	0.0000	0.0333	0.0000	0.0000	0.1250	0.0000	0.0000	None	None	None	0.9828	0	None	1	None	None	0.9000	0.2667	0.7500	0.0714	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	None	None	0.5000	0.0172	None	1
1634769692	0	40	time_087	1988	ieshuaganocry	2111	rapid	SERVICE_LICHESS	King's Pawn Game: Wayward Queen Attack	C20	King's Pawn Game	-10	0	0	None	0	0.3600	0.1000	0.1250	0.1304	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.1250	0.3044	0.0000	0.0000	None	None	0.0000	None	0.9872	0	None	0	1	None	0.8700	0.0250	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0250	0.1250	0.0000	0.0000	1.0000	None	1.0000	None	1.0000	0.0128	None	1
1634766709	0	41	ieshuaganocry	1910	aminshirpoor	1900	blitz	SERVICE_LICHESS	Tarrasch Defense: Symmetrical Variation	E10	Tarrasch Defense	-35	-20	1	None	0	0.1658	0.1463	0.1250	0.1515	None	0.1463	0.0000	0.1818	None	0.1707	0.0000	0.2121	None	None	None	None	None	0.5000	0.0250	None	0	1	1	None	0.3561	0.1463	0.1250	0.1515	None	0.1951	0.0000	0.2424	None	0.0732	0.0000	0.0909	None	None	None	None	None	0.6667	0.9750	1	None
1634763992	1	38	jvallejos	1896	ieshuaganocry	1916	blitz	SERVICE_LICHESS	King's Gambit Accepted, Polerio Gambit	C33	King's Gambit Accepted, Polerio Gambit	-9	-19	0	1	None	0.8564	0.2051	0.2500	0.2857	0.0000	0.0513	0.1250	0.0476	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	None	1.0000	None	0.5000	0.4648	None	None	1	None	0	0.3053	0.1579	0.1250	0.2500	0.0000	0.1053	0.1250	0.1500	0.0000	0.1053	0.0000	0.1500	0.1000	0.0000	None	None	0.0000	0.2000	0.5352	None	None
1634752810	0	53	ieshuaganocry	1922	majster1958	1937	blitz	SERVICE_LICHESS	Modern Defense: Geller's System	B07	Modern Defense	-29	-30	1	0	0	0.5830	0.2830	0.1250	0.4286	0.2083	0.0377	0.0000	0.0000	0.0833	0.0566	0.0000	0.0952	0.0417	0.0000	0.0000	None	None	0.2500	0.0000	None	0	1	1	1	0.6509	0.2830	0.0000	0.3810	0.2917	0.1321	0.0000	0.1905	0.1250	0.0189	0.0000	0.0476	0.0000	1.0000	1.0000	None	None	0.5000	1.0000	1	None
1634752259	0	5	moisei2015	1837	ieshuaganocry	1928	blitz	SERVICE_LICHESS	Four Knights Game: Gunsberg Variation	C46	Four Knights Game	-30	0	1	None	None	1.0000	0.0000	0.0000	None	None	0.0000	0.0000	None	None	0.0000	0.0000	None	None	None	None	None	None	None	1.0000	None	None	1	None	None	0.9200	0.2000	0.2000	None	None	0.0000	0.0000	None	None	0.0000	0.0000	None	None	None	None	None	None	None	0.0000	None	None
1634736511	1	58	vinzoz	2043	ieshuaganocry	1924	blitz	SERVICE_LICHESS	Russian Game: Nimzowitsch Attack	C42	Russian Game	0	-14	1	1	None	0.9051	0.0339	0.0000	0.0909	0.0250	0.0000	0.0000	0.0000	0.0000	0.0169	0.0000	0.0000	0.0250	1.0000	None	1.0000	None	0.8333	0.1964	None	None	1	None	0	0.4621	0.2069	0.0000	0.1818	0.2564	0.0345	0.0000	0.0000	0.0513	0.0862	0.0000	0.0909	0.1026	0.0000	None	None	0.0000	0.7500	0.8036	None	None
1634721124	2	24	ieshuaganocry	1928	sundram	1974	blitz	SERVICE_LICHESS	Queen's Pawn Game: Colle System, Anti-Colle	D04	Queen's Pawn Game	-9	0	1	None	None	0.9500	0.1250	0.0000	0.2222	0.1429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	None	0.0000	None	0.6667	0.1395	None	0	1	None	None	0.9333	0.1667	0.1250	0.2500	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	None	None	0.0000	0.0000	0.8605	0	None
1634719457	0	27	flatmindedperson	1885	ieshuaganocry	1927	blitz	SERVICE_LICHESS	Petrov's Defense	C42	Petrov's Defense	-35	-20	1	0	None	0.3667	0.3333	0.1250	0.4210	None	0.0000	0.0000	0.0000	None	0.1111	0.0000	0.1579	None	None	None	None	None	0.3333	0.8400	0	None	1	None	1	0.5407	0.0370	0.0000	0.0526	None	0.0741	0.0000	0.1053	None	0.0741	0.0000	0.1053	None	None	None	None	None	1.0000	0.1600	None	1
1634717292	1	34	ieshuaganocry	1922	lenam	1928	blitz	SERVICE_LICHESS	Scotch Game	C45	Scotch Game	-30	-19	1	1	None	0.8857	0.1143	0.1250	0.1304	0.0000	0.0571	0.0000	0.0870	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	None	1.0000	None	1.0000	0.8688	1	None	1	None	0	0.5412	0.1765	0.1250	0.2273	0.0000	0.0882	0.0000	0.1364	0.0000	0.0588	0.0000	0.0909	0.0000	0.0000	None	None	0.0000	0.5000	0.1312	None	0
1634915439	1	42	mezzomatto	1934	ieshuaganocry	1895	blitz	SERVICE_LICHESS	English Opening: King's English Variation, Two Knights Variation, Keres Variation	A23	English Opening	0	-9	1	1	None	0.9349	0.0930	0.0000	0.2500	0.0000	0.0233	0.0000	0.0625	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	None	1.0000	None	0.8000	0.0375	None	1	1	None	0	0.4476	0.0952	0.0000	0.2000	0.0526	0.0476	0.0000	0.1333	0.0000	0.0952	0.0000	0.0667	0.1579	0.0000	None	None	0.0000	0.0000	0.9625	0	None
1634915004	0	34	ieshuaganocry	1900	genesisnicks1	1940	blitz	SERVICE_LICHESS	Queen's Pawn Game: Zukertort Variation	D02	Queen's Pawn Game	-59	-15	1	None	0	0.2647	0.2941	0.2500	0.3077	None	0.1765	0.0000	0.2308	None	0.0882	0.0000	0.1154	None	0.0000	None	None	None	0.4000	0.1692	None	0	1	1	None	0.8235	0.1765	0.2500	0.1600	0.0000	0.0882	0.0000	0.1200	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	None	None	None	0.0000	0.8308	1	None
1634947768	2	70	gideonsghost	2108	ieshuaganocry	2106	rapid	SERVICE_LICHESS	Russian Game: Classical Attack	C42	Russian Game	-59	-29	1	0	1	0.2057	0.1857	0.1250	0.1667	0.2046	0.1000	0.0000	0.1667	0.0909	0.2286	0.0000	0.0000	0.3636	0.0000	None	0.0000	None	0.5000	0.7591	0	None	1	0	1	0.4956	0.1304	0.0000	0.4118	0.0455	0.0290	0.0000	0.0588	0.0227	0.0870	0.0000	0.0588	0.1136	0.0000	None	None	0.0000	0.2000	0.2409	None	0
1634923544	0	27	ieshuaganocry	2106	bmv7777	2023	rapid	SERVICE_LICHESS	French Defense: Normal Variation	C00	French Defense	-29	-19	1	0	0	0.3482	0.1852	0.0000	0.2632	None	0.1852	0.0000	0.2632	None	0.0741	0.0000	0.1053	None	None	None	None	None	0.6667	0.0000	None	0	1	1	1	0.9000	0.2963	0.1250	0.3684	None	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	None	None	None	None	0.0000	1.0000	1	None
1634916918	1	16	ieshuaganocry	2113	khunufseh	1986	rapid	SERVICE_LICHESS	English Defense	A40	English Defense	-15	-30	1	1	None	0.8353	0.2353	0.2500	0.2222	None	0.0588	0.0000	0.1111	None	0.0000	0.0000	0.0000	None	None	None	None	None	None	0.0000	None	None	1	None	0	0.3000	0.2500	0.2500	0.2500	None	0.0000	0.0000	0.0000	None	0.1250	0.0000	0.2500	None	None	None	None	None	None	1.0000	None	None
1635017994	1	24	davidpelaez	2204	ieshuaganocry	2112	rapid	SERVICE_LICHESS	Four Knights Game: Spanish Variation	C48	Four Knights Game	-9	-55	1	1	None	0.9520	0.1200	0.1250	0.1176	None	0.0000	0.0000	0.0000	None	0.0000	0.0000	0.0000	None	None	None	None	None	1.0000	0.7046	1	None	1	None	0	0.5500	0.4167	0.2500	0.5000	None	0.1250	0.0000	0.1875	None	0.0417	0.0000	0.0625	None	None	None	None	None	0.2500	0.2954	None	0
1635007515	0	33	artcelajesjr	1892	ieshuaganocry	1906	blitz	SERVICE_LICHESS	Petrov's Defense	C42	Petrov's Defense	-10	-20	1	0	None	0.6242	0.2121	0.1250	0.3158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0606	0.0000	0.0000	0.3333	0.0000	None	0.0000	None	0.2500	0.4483	0	None	1	None	1	0.7576	0.2424	0.0000	0.3158	0.3333	0.0000	0.0000	0.0000	0.0000	0.0303	0.0000	0.0526	0.0000	1.0000	None	None	1.0000	0.6000	0.5517	None	1
1635006426	1	30	ieshuaganocry	1900	hooligandi	1696	blitz	SERVICE_LICHESS	English Opening: Great Snake Variation	A10	English Opening	-29	-30	1	1	None	0.7000	0.2667	0.3750	0.2941	0.0000	0.0333	0.0000	0.0588	0.0000	0.0333	0.0000	0.0000	0.2000	1.0000	None	1.0000	None	0.6667	0.0000	None	1	1	None	0	0.4862	0.3103	0.6250	0.2500	0.0000	0.0690	0.0000	0.0625	0.2000	0.0690	0.0000	0.0625	0.2000	0.0000	None	None	0.0000	None	1.0000	0	None
1635006104	1	28	hooligandi	1696	ieshuaganocry	1900	blitz	SERVICE_LICHESS	Four Knights Game: Scotch Variation Accepted	C47	Four Knights Game	-10	-30	1	1	None	0.5000	0.1786	0.1250	0.2000	None	0.0714	0.0000	0.1000	None	0.0714	0.0000	0.1000	None	None	None	None	None	None	0.7800	1	None	0	None	0	0.3259	0.1852	0.1250	0.2105	None	0.0000	0.0000	0.0000	None	0.1482	0.0000	0.2105	None	None	None	None	None	0.7500	0.2200	None	0
1635005688	0	32	ieshuaganocry	1900	hooligandi	1696	blitz	SERVICE_LICHESS	Queen's Pawn Game: Mason Attack	D00	Queen's Pawn Game	-10	-35	1	0	0	0.6500	0.0312	0.0000	0.0417	None	0.0312	0.0000	0.0417	None	0.0625	0.0000	0.0833	None	None	None	None	None	1.0000	0.2667	None	0	1	1	1	0.6375	0.3438	0.1250	0.4167	None	0.0938	0.0000	0.1250	None	0.0312	0.0000	0.0417	None	None	None	None	None	None	0.7333	1	None
